"Kod";"Nazwa";"Poziomy wykształcenia";"Płeć";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2400000;"ŚLĄSKIE";"ogółem";"mężczyźni";"2019";28895;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"mężczyźni";"2020";41181;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"mężczyźni";"2021";34542;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"kobiety";"2017";54498;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"kobiety";"2018";46761;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"kobiety";"2019";37626;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"kobiety";"2020";49851;"osoba";"";
2400000;"ŚLĄSKIE";"ogółem";"kobiety";"2021";41782;"osoba";"";
2400000;"ŚLĄSKIE";"wyższe";"ogółem";"2017";13477;"osoba";"";
2400000;"ŚLĄSKIE";"wyższe";"ogółem";"2018";11932;"osoba";"";
2400000;"ŚLĄSKIE";"wyższe";"ogółem";"2019";10217;"osoba";"";
2400000;"ŚLĄSKIE";"wyższe";"ogółem";"2020";13722;"osoba";"";
2400000;"ŚLĄSKIE";"wyższe";"ogółem";"2021";11085;"osoba";"";
2400000;"ŚLĄSKIE";"wyższe";"mężczyźni";"2017";4386;"osoba";"";
2400000;"ŚLĄSKIE";"wyższe";"mężczyźni";"2018";3815;"osoba";"";
2400000;"ŚLĄSKIE";"wyższe";"mężczyźni";"2019";3463;"osoba";"";
2400000;"ŚLĄSKIE";"wyższe";"mężczyźni";"2020";4575;"osoba";"";
2400000;"ŚLĄSKIE";"wyższe";"mężczyźni";"2021";3698;"osoba";"";
2400000;"ŚLĄSKIE";"wyższe";"kobiety";"2017";9091;"osoba";"";
2400000;"ŚLĄSKIE";"wyższe";"kobiety";"2018";8117;"osoba";"";
2400000;"ŚLĄSKIE";"wyższe";"kobiety";"2019";6754;"osoba";"";
2400000;"ŚLĄSKIE";"wyższe";"kobiety";"2020";9147;"osoba";"";
2400000;"ŚLĄSKIE";"wyższe";"kobiety";"2021";7387;"osoba";"";
2400000;"ŚLĄSKIE";"policealne oraz średnie zawodowe";"ogółem";"2017";20803;"osoba";"";
2400000;"ŚLĄSKIE";"policealne oraz średnie zawodowe";"ogółem";"2018";17776;"osoba";"";
2400000;"ŚLĄSKIE";"policealne oraz średnie zawodowe";"ogółem";"2019";14847;"osoba";"";
2400000;"ŚLĄSKIE";"policealne oraz średnie zawodowe";"ogółem";"2020";20374;"osoba";"";
2400000;"ŚLĄSKIE";"policealne oraz średnie zawodowe";"ogółem";"2021";17208;"osoba";"";
2400000;"ŚLĄSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2017";7402;"osoba";"";
2400000;"ŚLĄSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2018";6320;"osoba";"";
2400000;"ŚLĄSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2019";5581;"osoba";"";
2400000;"ŚLĄSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2020";8219;"osoba";"";
2400000;"ŚLĄSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2021";6895;"osoba";"";
2400000;"ŚLĄSKIE";"policealne oraz średnie zawodowe";"kobiety";"2017";13401;"osoba";"";
2400000;"ŚLĄSKIE";"policealne oraz średnie zawodowe";"kobiety";"2018";11456;"osoba";"";
2400000;"ŚLĄSKIE";"policealne oraz średnie zawodowe";"kobiety";"2019";9266;"osoba";"";
2400000;"ŚLĄSKIE";"policealne oraz średnie zawodowe";"kobiety";"2020";12155;"osoba";"";
2400000;"ŚLĄSKIE";"policealne oraz średnie zawodowe";"kobiety";"2021";10313;"osoba";"";
2400000;"ŚLĄSKIE";"średnie ogólnokształcące";"ogółem";"2017";9092;"osoba";"";
2400000;"ŚLĄSKIE";"średnie ogólnokształcące";"ogółem";"2018";7990;"osoba";"";
2400000;"ŚLĄSKIE";"średnie ogólnokształcące";"ogółem";"2019";6783;"osoba";"";
2400000;"ŚLĄSKIE";"średnie ogólnokształcące";"ogółem";"2020";9832;"osoba";"";
2400000;"ŚLĄSKIE";"średnie ogólnokształcące";"ogółem";"2021";8160;"osoba";"";
2400000;"ŚLĄSKIE";"średnie ogólnokształcące";"mężczyźni";"2017";2514;"osoba";"";
2400000;"ŚLĄSKIE";"średnie ogólnokształcące";"mężczyźni";"2018";2202;"osoba";"";
2400000;"ŚLĄSKIE";"średnie ogólnokształcące";"mężczyźni";"2019";1974;"osoba";"";
2400000;"ŚLĄSKIE";"średnie ogólnokształcące";"mężczyźni";"2020";3169;"osoba";"";
2400000;"ŚLĄSKIE";"średnie ogólnokształcące";"mężczyźni";"2021";2673;"osoba";"";
2400000;"ŚLĄSKIE";"średnie ogólnokształcące";"kobiety";"2017";6578;"osoba";"";
2400000;"ŚLĄSKIE";"średnie ogólnokształcące";"kobiety";"2018";5788;"osoba";"";
2400000;"ŚLĄSKIE";"średnie ogólnokształcące";"kobiety";"2019";4809;"osoba";"";
2400000;"ŚLĄSKIE";"średnie ogólnokształcące";"kobiety";"2020";6663;"osoba";"";
2400000;"ŚLĄSKIE";"średnie ogólnokształcące";"kobiety";"2021";5487;"osoba";"";
2400000;"ŚLĄSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2017";24554;"osoba";"";
2400000;"ŚLĄSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2018";20333;"osoba";"";
2400000;"ŚLĄSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2019";16951;"osoba";"";
2400000;"ŚLĄSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2020";22838;"osoba";"";
2400000;"ŚLĄSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2021";19029;"osoba";"";
2400000;"ŚLĄSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2017";13139;"osoba";"";
2400000;"ŚLĄSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2018";10751;"osoba";"";
2400000;"ŚLĄSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2019";9293;"osoba";"";
2400000;"ŚLĄSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2020";12828;"osoba";"";
2400000;"ŚLĄSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2021";10689;"osoba";"";
2400000;"ŚLĄSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2017";11415;"osoba";"";
2400000;"ŚLĄSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2018";9582;"osoba";"";
2400000;"ŚLĄSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2019";7658;"osoba";"";
2400000;"ŚLĄSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2020";10010;"osoba";"";
2400000;"ŚLĄSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2021";8340;"osoba";"";
2400000;"ŚLĄSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2017";26761;"osoba";"";
2400000;"ŚLĄSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2018";22048;"osoba";"";
2400000;"ŚLĄSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2019";17723;"osoba";"";
2400000;"ŚLĄSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2020";24266;"osoba";"";
2400000;"ŚLĄSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2021";20842;"osoba";"";
2400000;"ŚLĄSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2017";12748;"osoba";"";
2400000;"ŚLĄSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2018";10230;"osoba";"";
2400000;"ŚLĄSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2019";8584;"osoba";"";
2400000;"ŚLĄSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2020";12390;"osoba";"";
2400000;"ŚLĄSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2021";10587;"osoba";"";
2400000;"ŚLĄSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2017";14013;"osoba";"";
2400000;"ŚLĄSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2018";11818;"osoba";"";
2400000;"ŚLĄSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2019";9139;"osoba";"";
2400000;"ŚLĄSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2020";11876;"osoba";"";
2400000;"ŚLĄSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2021";10255;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"ogółem";"2017";46570;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"ogółem";"2018";44118;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"ogółem";"2019";42042;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"ogółem";"2020";44881;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"ogółem";"2021";38035;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"mężczyźni";"2017";22345;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"mężczyźni";"2018";20885;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"mężczyźni";"2019";19899;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"mężczyźni";"2020";21831;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"mężczyźni";"2021";18370;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"kobiety";"2017";24225;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"kobiety";"2018";23233;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"kobiety";"2019";22143;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"kobiety";"2020";23050;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"ogółem";"kobiety";"2021";19665;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wyższe";"ogółem";"2017";7813;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wyższe";"ogółem";"2018";7519;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wyższe";"ogółem";"2019";7351;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wyższe";"ogółem";"2020";7737;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wyższe";"ogółem";"2021";6523;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wyższe";"mężczyźni";"2017";2317;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wyższe";"mężczyźni";"2018";2161;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wyższe";"mężczyźni";"2019";2127;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wyższe";"mężczyźni";"2020";2321;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wyższe";"mężczyźni";"2021";1917;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wyższe";"kobiety";"2017";5496;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wyższe";"kobiety";"2018";5358;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wyższe";"kobiety";"2019";5224;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wyższe";"kobiety";"2020";5416;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"wyższe";"kobiety";"2021";4606;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"policealne oraz średnie zawodowe";"ogółem";"2017";11502;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"policealne oraz średnie zawodowe";"ogółem";"2018";10945;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"policealne oraz średnie zawodowe";"ogółem";"2019";10584;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"policealne oraz średnie zawodowe";"ogółem";"2020";11492;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"policealne oraz średnie zawodowe";"ogółem";"2021";9725;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2017";4994;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2018";4691;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2019";4560;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2020";5170;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2021";4310;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"policealne oraz średnie zawodowe";"kobiety";"2017";6508;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"policealne oraz średnie zawodowe";"kobiety";"2018";6254;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"policealne oraz średnie zawodowe";"kobiety";"2019";6024;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"policealne oraz średnie zawodowe";"kobiety";"2020";6322;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"policealne oraz średnie zawodowe";"kobiety";"2021";5415;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"średnie ogólnokształcące";"ogółem";"2017";5003;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"średnie ogólnokształcące";"ogółem";"2018";4908;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"średnie ogólnokształcące";"ogółem";"2019";4794;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"średnie ogólnokształcące";"ogółem";"2020";5216;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"średnie ogólnokształcące";"ogółem";"2021";4378;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"średnie ogólnokształcące";"mężczyźni";"2017";1717;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"średnie ogólnokształcące";"mężczyźni";"2018";1703;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"średnie ogólnokształcące";"mężczyźni";"2019";1620;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"średnie ogólnokształcące";"mężczyźni";"2020";1878;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"średnie ogólnokształcące";"mężczyźni";"2021";1585;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"średnie ogólnokształcące";"kobiety";"2017";3286;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"średnie ogólnokształcące";"kobiety";"2018";3205;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"średnie ogólnokształcące";"kobiety";"2019";3174;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"średnie ogólnokształcące";"kobiety";"2020";3338;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"średnie ogólnokształcące";"kobiety";"2021";2793;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2017";12668;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2018";11836;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2019";11165;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2020";11648;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2021";9805;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2017";7546;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2018";7053;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2019";6744;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2020";7156;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2021";5993;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2017";5122;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2018";4783;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2019";4421;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2020";4492;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2021";3812;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2017";9584;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2018";8910;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2019";8148;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2020";8788;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2021";7604;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2017";5771;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2018";5277;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2019";4848;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2020";5306;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2021";4565;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2017";3813;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2018";3633;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2019";3300;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2020";3482;"osoba";"";
2600000;"ŚWIĘTOKRZYSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2021";3039;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"ogółem";"2017";60003;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"ogółem";"2018";53141;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"ogółem";"2019";45731;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"ogółem";"2020";51475;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"ogółem";"2021";42567;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"mężczyźni";"2017";26186;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"mężczyźni";"2018";22447;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"mężczyźni";"2019";19222;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"mężczyźni";"2020";23040;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"mężczyźni";"2021";18548;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"kobiety";"2017";33817;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"kobiety";"2018";30694;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"kobiety";"2019";26509;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"kobiety";"2020";28435;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ogółem";"kobiety";"2021";24019;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wyższe";"ogółem";"2017";5667;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wyższe";"ogółem";"2018";5177;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wyższe";"ogółem";"2019";4618;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wyższe";"ogółem";"2020";5359;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wyższe";"ogółem";"2021";4338;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wyższe";"mężczyźni";"2017";1754;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wyższe";"mężczyźni";"2018";1556;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wyższe";"mężczyźni";"2019";1391;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wyższe";"mężczyźni";"2020";1707;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wyższe";"mężczyźni";"2021";1332;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wyższe";"kobiety";"2017";3913;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wyższe";"kobiety";"2018";3621;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wyższe";"kobiety";"2019";3227;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wyższe";"kobiety";"2020";3652;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"wyższe";"kobiety";"2021";3006;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"policealne oraz średnie zawodowe";"ogółem";"2017";11450;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"policealne oraz średnie zawodowe";"ogółem";"2018";10346;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"policealne oraz średnie zawodowe";"ogółem";"2019";8997;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"policealne oraz średnie zawodowe";"ogółem";"2020";10039;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"policealne oraz średnie zawodowe";"ogółem";"2021";8226;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2017";3864;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2018";3389;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2019";2937;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2020";3518;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2021";2903;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"policealne oraz średnie zawodowe";"kobiety";"2017";7586;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"policealne oraz średnie zawodowe";"kobiety";"2018";6957;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"policealne oraz średnie zawodowe";"kobiety";"2019";6060;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"policealne oraz średnie zawodowe";"kobiety";"2020";6521;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"policealne oraz średnie zawodowe";"kobiety";"2021";5323;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"średnie ogólnokształcące";"ogółem";"2017";6558;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"średnie ogólnokształcące";"ogółem";"2018";6107;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"średnie ogólnokształcące";"ogółem";"2019";5360;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"średnie ogólnokształcące";"ogółem";"2020";6306;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"średnie ogólnokształcące";"ogółem";"2021";5251;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"średnie ogólnokształcące";"mężczyźni";"2017";1836;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"średnie ogólnokształcące";"mężczyźni";"2018";1660;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"średnie ogólnokształcące";"mężczyźni";"2019";1504;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"średnie ogólnokształcące";"mężczyźni";"2020";2047;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"średnie ogólnokształcące";"mężczyźni";"2021";1582;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"średnie ogólnokształcące";"kobiety";"2017";4722;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"średnie ogólnokształcące";"kobiety";"2018";4447;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"średnie ogólnokształcące";"kobiety";"2019";3856;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"średnie ogólnokształcące";"kobiety";"2020";4259;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"średnie ogólnokształcące";"kobiety";"2021";3669;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2017";15958;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2018";13982;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2019";11902;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2020";13037;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2021";10974;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2017";8455;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2018";7201;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2019";6161;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2020";7063;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2021";5914;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2017";7503;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2018";6781;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2019";5741;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2020";5974;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2021";5060;"osoba";"";
